"id_station","lat","lon","e"
"1000005",-17.595,-69.4831,-0.0169356775283813
"1200002",-17.7719,-69.7244,-0.15892032623291
"1200003",-17.835,-69.7039,-0.118117237091064
"1201010",-17.9931,-69.6594,-0.16470178604126
"1001005",-18.0542,-69.2017,-0.0122439241409302
"1020014",-18.1836,-69.2328,-0.0197831201553345
"1202010",-18.1992,-69.5603,-0.169335136413574
"1020017",-18.2042,-69.2683,-0.0323274707794189
"1020016",-18.2164,-69.2956,-0.0467259931564331
"1010010",-18.2353,-69.1833,-0.0106523954868317
"1010007",-18.2808,-69.1383,-0.00715172350406647
"1300006",-18.3722,-69.5481,-0.226189270019531
"1300007",-18.4669,-69.5167,-0.198714447021484
"1310018",-18.4775,-70.3208,-0.223191051483154
"1021007",-18.4983,-69.1547,-0.0059348338842392
"1310022",-18.5119,-70.2842,-0.136999139785767
"1310019",-18.5156,-70.1806,-0.052769775390625
"1300008",-18.5811,-69.4939,-0.18863317489624
"1410012",-18.8322,-69.7439,-0.264790668487549
"1502007",-18.9417,-69.5328,-0.288333835601807
"1041004",-19.2289,-68.8044,0.0184204924106598
"1041003",-19.2764,-68.6378,-0.0748043632507324
"1611001",-19.3136,-69.4172,-0.34982421875
"1042001",-19.8553,-68.6017,-0.042037467956543
"1730017",-19.8719,-69.1831,-0.227149848937988
"1730018",-19.9333,-68.8369,-0.035677809715271
"1042002",-20.0003,-68.5706,-0.0283226871490479
"1740001",-20.0122,-69.2033,-0.279689159393311
"1050007",-20.0531,-68.8075,0.0750024032592773
"1750003",-20.0756,-69.2147,-0.271651096343994
"1820001",-20.2153,-70.1361,-0.228152904510498
"2113005",-20.9272,-69.0456,-0.266863288879395
"1770001",-20.9303,-68.8922,-0.16938138961792
"1080001",-20.9714,-68.6275,-0.0317504143714905
"2020001",-21.5311,-68.3386,-0.131949443817139
"2101003",-21.6553,-68.6611,-0.0901192760467529
"2112008",-21.6603,-69.5358,-0.404252700805664
"2020002",-21.7253,-68.2756,-0.0949092864990234
"2103008",-21.9428,-68.5175,-0.0680241203308106
"2104007",-21.95,-68.7239,-0.0733861112594604
"2103009",-21.9706,-68.3128,-0.121631803512573
"2104008",-22.025,-68.6242,-0.0167011821269989
"2103010",-22.0278,-68.0661,-0.0797591209411621
"2105014",-22.1147,-68.3167,-0.131604099273682
"2105016",-22.2297,-68.0228,-0.146975774765015
"2105017",-22.2592,-68.1733,-0.096746940612793
"2105018",-22.2753,-68.3183,-0.0731507396697998
"2105020",-22.2856,-68.2028,-0.089301586151123
"2105021",-22.3367,-68.2122,-0.0790244722366333
"2104010",-22.3378,-68.6367,0.0653072643280029
"2105022",-22.3711,-68.0133,-0.150268154144287
"2110013",-22.4494,-68.9044,-0.168225231170654
"2510007",-22.6522,-68.1658,-0.0648723840713501
"2500016",-23.1889,-67.9978,-0.0482027959823608
"2710002",-23.3336,-69.8397,-0.282751045227051
"2500017",-23.4069,-67.9631,-0.0472792768478394
"2500019",-23.5869,-67.8925,-0.0594611597061157
"2710003",-23.5975,-70.3867,-0.27900842666626
"2500020",-23.6842,-68.0581,-0.0433901023864746
"2942001",-25.4,-69.9633,-0.0255373454093933
"2943001",-25.4047,-70.4819,-0.186317443847656
"3210001",-26.6781,-69.6656,0.0325138711929321
"3441001",-27.1142,-69.5642,0.133487462997437
"3450004",-27.3772,-70.3308,0.189225730895996
"3431004",-27.7167,-70.1953,0.149931411743164
"3430007",-27.8317,-70.1119,0.129259262084961
"3404002",-27.8364,-69.755,0.121535406112671
"3604001",-27.9022,-70.9575,0.101243543624878
"3430006",-27.9783,-70.0033,0.0640247964859009
"3701001",-28.0992,-70.7811,0.156815719604492
"3421004",-28.1336,-69.975,0.0329152941703796
"3414002",-28.1572,-69.8808,0.0388987040519714
"3823003",-28.5861,-70.7397,0.019485559463501
"3820004",-28.6672,-70.6625,-0.0309872484207153
"3804007",-28.7539,-70.4817,-0.0285297274589539
"3815004",-28.9311,-70.4614,-0.00473707944154739
"3802005",-28.975,-70.1533,0.0395418095588684
"4120001",-29.3731,-71.1181,-0.00298839151859283
"4306002",-29.8478,-70.3847,0.10532829284668
"4335002",-29.9061,-71.2556,-0.126252613067627
"4302014",-29.9769,-70.0944,0.158318452835083
"4308003",-29.9772,-70.5617,0.00409878611564636
"4323007",-29.9822,-70.9186,-0.0856443977355957
"4320003",-30.0567,-70.7167,-0.0866670322418213
"4314003",-30.0894,-70.4939,-0.00541006982326508
"4311003",-30.1217,-70.4933,-0.0109004867076874
"4313003",-30.1414,-70.4047,0.033480179309845
"4311004",-30.1472,-70.4983,-0.0159098970890045
"4311005",-30.1939,-70.4819,-0.00575742900371552
"4301005",-30.2033,-70.0422,0.107320919036865
"4502005",-30.2867,-70.6961,-0.0686943292617798
"4503003",-30.3922,-70.8678,-0.0782989549636841
"4501003",-30.4111,-70.5544,-0.0403659200668335
"4506007",-30.5069,-71.0997,-0.0990496063232422
"4551005",-30.6006,-71.2,-0.121276941299438
"4552002",-30.6164,-71.3742,-0.102548131942749
"4540005",-30.6306,-71.1194,-0.11195276260376
"4540006",-30.6958,-71.0361,-0.0897832107543945
"4522003",-30.7211,-70.7753,-0.0778606748580933
"4537003",-30.8178,-70.9706,-0.0942380714416504
"4555001",-30.8278,-71.25,-0.108637075424194
"4513004",-30.8547,-70.7708,-0.0659403371810913
"4554003",-30.8883,-71.3075,-0.100861358642578
"4610001",-30.9,-71.5503,-0.126314105987549
"4513003",-30.9669,-70.7639,-0.0431396818161011
"4535001",-31.0078,-71.0856,-0.0981304454803467
"4512002",-31.0153,-70.6664,0.00596822023391724
"4511003",-31.0181,-70.5858,0.021095232963562
"4531003",-31.0836,-70.95,-0.0855579948425293
"4532006",-31.1736,-71.0008,-0.100720529556274
"4732001",-31.3986,-71.4569,-0.0593820142745972
"4721002",-31.5331,-70.8211,-0.101839866638184
"4723002",-31.5669,-70.9817,-0.0921759605407715
"4730004",-31.5875,-71.4453,-0.0752654600143433
"4726003",-31.645,-71.1908,-0.0489175510406494
"4713004",-31.7289,-70.8317,-0.062982006072998
"4716005",-31.745,-71.1619,-0.0352232456207275
"4711004",-31.7758,-70.9669,-0.0717218494415283
"4710001",-31.9,-70.6706,0.00595806956291199
"4711003",-31.9019,-70.7708,-0.0470144605636597
"4820001",-31.9103,-71.5086,-0.0908949851989746
"4703003",-31.9336,-70.6133,0.0347138214111328
"4900002",-32.0675,-71.2225,-0.05575523853302
"5101005",-32.0836,-70.8,-0.048415732383728
"4902002",-32.1086,-71.3125,-0.0514639091491699
"4902003",-32.1175,-71.5,-0.0660646104812622
"4900003",-32.1444,-71.1628,-0.0559167385101318
"5111002",-32.1567,-71.03,-0.0567108631134033
"5101006",-32.1836,-70.7833,-0.0811072158813477
"5100006",-32.2261,-70.7839,-0.0596363067626953
"5100005",-32.2286,-70.71,-0.0604852151870728
"5111001",-32.2528,-71.1386,-0.0474362087249756
"5110003",-32.2756,-70.9997,-0.0130800926685333
"5111004",-32.3058,-71.0792,-0.0340765905380249
"5120004",-32.3075,-71.2425,-0.0478882455825806
"5200006",-32.3408,-70.7528,-0.00252148598432541
