"id_station","lat","lon","e"
"1000005",-17.595,-69.4831,-0.0677433729171753
"1200002",-17.7719,-69.7244,-0.14537371635437
"1200003",-17.835,-69.7039,-0.16504186630249
"1201010",-17.9931,-69.6594,-0.208276977539062
"1001005",-18.0542,-69.2017,-0.0394173145294189
"1020014",-18.1836,-69.2328,-0.0390001010894775
"1202010",-18.1992,-69.5603,-0.196108131408691
"1020017",-18.2042,-69.2683,-0.050262770652771
"1020016",-18.2164,-69.2956,-0.0622411966323853
"1010010",-18.2353,-69.1833,-0.0305480551719666
"1010007",-18.2808,-69.1383,-0.0173159325122833
"1300006",-18.3722,-69.5481,-0.232445583343506
"1300007",-18.4669,-69.5167,-0.24177396774292
"1310018",-18.4775,-70.3208,-0.163209095001221
"1021007",-18.4983,-69.1547,-0.0656900215148926
"1310022",-18.5119,-70.2842,-0.197649669647217
"1310019",-18.5156,-70.1806,-0.226403179168701
"1300008",-18.5811,-69.4939,-0.235844116210938
"1410012",-18.8322,-69.7439,-0.0840523910522461
"1502007",-18.9417,-69.5328,-0.277167644500732
"1041004",-19.2289,-68.8044,-0.075410623550415
"1041003",-19.2764,-68.6378,-0.0978876399993897
"1611001",-19.3136,-69.4172,-0.281228561401367
"1042001",-19.8553,-68.6017,-0.0610053157806396
"1730017",-19.8719,-69.1831,-0.350241928100586
"1730018",-19.9333,-68.8369,-0.123347234725952
"1042002",-20.0003,-68.5706,-0.101789503097534
"1740001",-20.0122,-69.2033,-0.358603630065918
"1050007",-20.0531,-68.8075,-0.141346406936646
"1750003",-20.0756,-69.2147,-0.347562408447266
"1820001",-20.2153,-70.1361,-0.106955118179321
"2113005",-20.9272,-69.0456,-0.499483413696289
"1770001",-20.9303,-68.8922,-0.27003246307373
"1080001",-20.9714,-68.6275,-0.116358327865601
"2020001",-21.5311,-68.3386,-0.12789174079895
"2101003",-21.6553,-68.6611,-0.214004211425781
"2112008",-21.6603,-69.5358,-0.70950553894043
"2020002",-21.7253,-68.2756,-0.17873966217041
